Indicator,Percent of children considered to be poor (<100% FPG) by Race / Ethnicity
Source,"SHADAC analysis of the American Community Survey (ACS) Public Use Microdata Sample (PUMS) files.<br />
<br />
Suggested Citation:<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE]."
Notes,"The margin of error (MOE) represents the uncertainty of an estimate due to sampling variability; the calculated MOE is 95%. N/A indicates that data were not available or suppressed because the number of sample cases was too small. Data for 2020 were <a href="https://www.shadac.org/news/changes-to-2020-acs-data-release-US-Census" target="_blank">not officially released by the U.S. Census Bureau</a> due to pandemic-related disruptions to data collection and resulting problems with data quality. Because of<a href="https://www.census.gov/newsroom/blogs/random-samplings/2021/08/improvements-to-2020-census-race-hispanic-origin-question-designs.html" target="_blank"> changes made in 2020 to how the ACS measures race and ethnicity</a>, caution should be used when comparing data by race and ethnicity from 2021 and later to data from 2019 and earlier."
Description,"Percent of children considered to be poor (&lt;100% FPG) by race and ethnicity. The Federal Poverty Guidelines (FPG) set the minimum amount of total income that a family needs for food, clothing, transportation, shelter and other necessities."
50,Vermont,Hispanic / Latino,2014,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2014,Percent,N/A,N/A
50,Vermont,White,2013,Percent,0.2133,5.6056000299999999E-2
50,Vermont,African-American / Black,2013,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2013,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2013,Percent,0.252,0.14543199540000001
50,Vermont,White,2012,Percent,0.1554,4.41000015E-2
50,Vermont,African-American / Black,2012,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2012,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2012,Percent,N/A,N/A
50,Vermont,White,2011,Percent,0.1409,3.9200000499999998E-2
50,Vermont,African-American / Black,2011,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2011,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2011,Percent,N/A,N/A
50,Vermont,White,2010,Percent,0.19,5.0372000799999997E-2
50,Vermont,African-American / Black,2010,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2010,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2010,Percent,N/A,N/A
50,Vermont,White,2009,Percent,0.1411,3.6848001200000001E-2
50,Vermont,African-American / Black,2009,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2009,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2009,Percent,N/A,N/A
50,Vermont,White,2008,Percent,0.1476,4.1356001000000003E-2
50,Vermont,African-American / Black,2008,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2008,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2008,Percent,N/A,N/A
50,Vermont,African-American / Black,2017,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2017,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2017,Percent,N/A,N/A
50,Vermont,White,2017,Percent,0.1586,4.5471999999999999E-2
50,Vermont,African-American / Black,2018,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2018,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2018,Percent,N/A,N/A
50,Vermont,White,2018,Percent,0.1158,3.9591999999999995E-2
50,Vermont,African-American / Black,2019,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2019,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2019,Percent,N/A,N/A
50,Vermont,White,2019,Percent,0.1112,4.1551999999999999E-2
50,Vermont,African-American / Black,2021,Percent,N/A,N/A
50,Vermont,Hispanic / Latino,2021,Percent,N/A,N/A
50,Vermont,Other / Multiple Races,2021,Percent,N/A,N/A
50,Vermont,White,2021,Percent,0.09246,5.2705356567332794E-2
51,Virginia,Other / Multiple Races,2016,Percent,0.1291,2.4304000700000002E-2
51,Virginia,White,2016,Percent,0.1272,1.2348E-2
51,Virginia,Hispanic / Latino,2016,Percent,0.2525,4.0180001399999998E-2
51,Virginia,African-American / Black,2016,Percent,0.3455,3.4495998200000003E-2
51,Virginia,White,2015,Percent,0.1357,1.2740000200000001E-2
51,Virginia,African-American / Black,2015,Percent,0.3535,3.4692000600000002E-2
51,Virginia,Hispanic / Latino,2015,Percent,0.2715,4.0571998800000002E-2
51,Virginia,Other / Multiple Races,2015,Percent,0.129,2.3127999199999999E-2
51,Virginia,White,2014,Percent,0.1238,1.2543999599999999E-2
51,Virginia,African-American / Black,2014,Percent,0.3805,3.3319998500000003E-2
51,Virginia,Hispanic / Latino,2014,Percent,0.229,3.7043999899999999E-2
51,Virginia,Other / Multiple Races,2014,Percent,0.144,2.44999994E-2
51,Virginia,White,2013,Percent,0.1275,1.19559998E-2
51,Virginia,African-American / Black,2013,Percent,0.3744,3.4104000799999999E-2
51,Virginia,Hispanic / Latino,2013,Percent,0.2661,4.2335998299999997E-2
51,Virginia,Other / Multiple Races,2013,Percent,0.1495,2.6852000500000001E-2
51,Virginia,White,2012,Percent,0.1281,1.1760000099999999E-2
51,Virginia,African-American / Black,2012,Percent,0.3669,3.1752001500000002E-2
51,Virginia,Hispanic / Latino,2012,Percent,0.2153,3.78279984E-2
51,Virginia,Other / Multiple Races,2012,Percent,0.1519,2.99880002E-2
51,Virginia,White,2011,Percent,0.1177,1.1563999599999999E-2
51,Virginia,African-American / Black,2011,Percent,0.3487,3.1555999100000003E-2
51,Virginia,Hispanic / Latino,2011,Percent,0.2981,4.78239991E-2
51,Virginia,Other / Multiple Races,2011,Percent,0.1698,3.2340001299999997E-2
51,Virginia,White,2010,Percent,0.1328,1.1760000099999999E-2
51,Virginia,African-American / Black,2010,Percent,0.3449,3.0575999999999999E-2
51,Virginia,Hispanic / Latino,2010,Percent,0.2432,4.1159998599999997E-2
51,Virginia,Other / Multiple Races,2010,Percent,0.1508,2.8812000500000001E-2
51,Virginia,White,2009,Percent,0.1172,1.0780000099999999E-2
51,Virginia,African-American / Black,2009,Percent,0.3338,3.1163999800000002E-2
51,Virginia,Hispanic / Latino,2009,Percent,0.2553,4.2139999599999999E-2
51,Virginia,Other / Multiple Races,2009,Percent,0.1431,2.9791999600000001E-2
51,Virginia,White,2008,Percent,0.1146,1.09759998E-2
51,Virginia,African-American / Black,2008,Percent,0.3167,3.0772000599999998E-2
51,Virginia,Hispanic / Latino,2008,Percent,0.2174,4.17479984E-2
51,Virginia,Other / Multiple Races,2008,Percent,0.1327,3.7631999700000002E-2
51,Virginia,African-American / Black,2017,Percent,0.3367,3.6260000000000001E-2
51,Virginia,Hispanic / Latino,2017,Percent,0.2273,3.5867999999999997E-2
51,Virginia,Other / Multiple Races,2017,Percent,0.1335,2.8028000000000001E-2
51,Virginia,White,2017,Percent,0.1116,1.1564E-2
51,Virginia,African-American / Black,2018,Percent,0.3121,3.7044000000000001E-2
51,Virginia,Hispanic / Latino,2018,Percent,0.1971,3.3515999999999997E-2
51,Virginia,Other / Multiple Races,2018,Percent,0.1275,2.5284000000000001E-2
51,Virginia,White,2018,Percent,0.1125,1.2348E-2
51,Virginia,African-American / Black,2019,Percent,0.2794,3.6847999999999999E-2
51,Virginia,Hispanic / Latino,2019,Percent,0.1785,3.5867999999999997E-2
51,Virginia,Other / Multiple Races,2019,Percent,0.1333,2.4108000000000001E-2
51,Virginia,White,2019,Percent,0.1018,1.1956000000000001E-2
51,Virginia,African-American / Black,2021,Percent,0.27334,3.3764831542061148E-2
51,Virginia,Hispanic / Latino,2021,Percent,0.19588,3.3091904379313287E-2
51,Virginia,Other / Multiple Races,2021,Percent,0.12301,2.2336270951551197E-2
51,Virginia,White,2021,Percent,0.09474,1.178801019072782E-2
53,Washington,African-American / Black,2016,Percent,0.3833,9.87839997E-2
53,Washington,Hispanic / Latino,2016,Percent,0.2821,3.7239998599999997E-2
53,Washington,White,2016,Percent,0.1233,1.31319994E-2
53,Washington,Other / Multiple Races,2016,Percent,0.1666,2.4695999900000001E-2
53,Washington,White,2015,Percent,0.1444,1.4308E-2
53,Washington,African-American / Black,2015,Percent,0.3726,9.2707999099999994E-2
53,Washington,Hispanic / Latino,2015,Percent,0.3357,3.6651998800000002E-2
53,Washington,Other / Multiple Races,2015,Percent,0.1779,2.4695999900000001E-2
53,Washington,White,2014,Percent,0.1433,1.37200002E-2
53,Washington,African-American / Black,2014,Percent,0.3355,8.2319997300000003E-2
53,Washington,Hispanic / Latino,2014,Percent,0.3463,3.7631999700000002E-2
53,Washington,Other / Multiple Races,2014,Percent,0.2418,3.2536000000000002E-2
53,Washington,White,2013,Percent,0.1571,1.47000002E-2
53,Washington,African-American / Black,2013,Percent,0.406,9.3688003699999994E-2
53,Washington,Hispanic / Latino,2013,Percent,0.373,3.90040018E-2
53,Washington,Other / Multiple Races,2013,Percent,0.2062,2.9791999600000001E-2
53,Washington,White,2012,Percent,0.148,1.37200002E-2
53,Washington,African-American / Black,2012,Percent,0.3239,9.3883998699999999E-2
53,Washington,Hispanic / Latino,2012,Percent,0.3946,3.90040018E-2
53,Washington,Other / Multiple Races,2012,Percent,0.208,3.1360000399999997E-2
53,Washington,White,2011,Percent,0.1556,1.4503999599999999E-2
53,Washington,African-American / Black,2011,Percent,0.3649,9.3688003699999994E-2
53,Washington,Hispanic / Latino,2011,Percent,0.4012,4.2335998299999997E-2
53,Washington,Other / Multiple Races,2011,Percent,0.189,2.9203999800000002E-2
53,Washington,White,2010,Percent,0.1488,1.37200002E-2
53,Washington,African-American / Black,2010,Percent,0.4162,9.0355999800000003E-2
53,Washington,Hispanic / Latino,2010,Percent,0.4473,3.9592001600000003E-2
53,Washington,Other / Multiple Races,2010,Percent,0.1899,2.7047999199999999E-2
53,Washington,White,2009,Percent,0.1418,1.3328E-2
53,Washington,African-American / Black,2009,Percent,0.4064,9.17280018E-2
53,Washington,Hispanic / Latino,2009,Percent,0.3753,3.9395999199999997E-2
53,Washington,Other / Multiple Races,2009,Percent,0.1877,3.0967999199999999E-2
53,Washington,White,2008,Percent,0.1241,1.2348E-2
53,Washington,African-American / Black,2008,Percent,0.315,8.2712002100000001E-2
53,Washington,Hispanic / Latino,2008,Percent,0.3148,3.8219999499999997E-2
53,Washington,Other / Multiple Races,2008,Percent,0.1941,3.03799994E-2
53,Washington,African-American / Black,2017,Percent,0.3281,0.10956399999999999
53,Washington,Hispanic / Latino,2017,Percent,0.3351,4.0963999999999993E-2
53,Washington,Other / Multiple Races,2017,Percent,0.1776,2.5676000000000001E-2
53,Washington,White,2017,Percent,0.1164,1.176E-2
53,Washington,African-American / Black,2018,Percent,0.2724,0.10603600000000001
53,Washington,Hispanic / Latino,2018,Percent,0.2687,3.5867999999999997E-2
53,Washington,Other / Multiple Races,2018,Percent,0.1563,2.5087999999999999E-2
53,Washington,White,2018,Percent,0.1132,1.274E-2
53,Washington,African-American / Black,2019,Percent,0.2322,8.8396000000000002E-2
53,Washington,Hispanic / Latino,2019,Percent,0.2195,3.5672000000000002E-2
53,Washington,Other / Multiple Races,2019,Percent,0.1049,2.0971999999999998E-2
53,Washington,White,2019,Percent,0.0938,1.274E-2
53,Washington,African-American / Black,2021,Percent,0.27108,7.9044709643137881E-2
53,Washington,Hispanic / Latino,2021,Percent,0.2253,3.1509175875983793E-2
53,Washington,Other / Multiple Races,2021,Percent,0.10544,1.8454502200530836E-2
53,Washington,White,2021,Percent,0.09486,1.3013169664288109E-2
54,West Virginia,Other / Multiple Races,2016,Percent,0.4574,0.14249199630000001
54,West Virginia,Hispanic / Latino,2016,Percent,0.4748,0.19482399519999999
54,West Virginia,African-American / Black,2016,Percent,0.4732,0.17208801209999999
54,West Virginia,White,2016,Percent,0.2856,3.1164001699999999E-2
54,West Virginia,White,2015,Percent,0.2937,3.1360000399999997E-2
54,West Virginia,African-American / Black,2015,Percent,0.4448,0.15974000099999999
54,West Virginia,Hispanic / Latino,2015,Percent,N/A,N/A
54,West Virginia,Other / Multiple Races,2015,Percent,0.3153,0.15366399289999999
54,West Virginia,White,2014,Percent,0.2661,2.9596000899999999E-2
54,West Virginia,African-American / Black,2014,Percent,0.421,0.1554280072
54,West Virginia,Hispanic / Latino,2014,Percent,N/A,N/A
54,West Virginia,Other / Multiple Races,2014,Percent,0.3561,0.1079960018
54,West Virginia,White,2013,Percent,0.278,2.9203999800000002E-2
54,West Virginia,African-American / Black,2013,Percent,0.5161,0.1877679974
54,West Virginia,Hispanic / Latino,2013,Percent,0.4225,0.18953199679999999
54,West Virginia,Other / Multiple Races,2013,Percent,0.4261,0.12465599920000001
54,West Virginia,White,2012,Percent,0.2534,2.9007999199999999E-2
54,West Virginia,African-American / Black,2012,Percent,0.4573,0.18639600279999999
54,West Virginia,Hispanic / Latino,2012,Percent,N/A,N/A
54,West Virginia,Other / Multiple Races,2012,Percent,0.294,0.1072119996
54,West Virginia,White,2011,Percent,0.2723,2.9791999600000001E-2
54,West Virginia,African-American / Black,2011,Percent,0.4633,0.18286800380000001
54,West Virginia,Hispanic / Latino,2011,Percent,0.6511,0.29674398899999999
54,West Virginia,Other / Multiple Races,2011,Percent,0.3927,0.1160319969
54,West Virginia,White,2010,Percent,0.2902,2.8812000500000001E-2
54,West Virginia,African-American / Black,2010,Percent,0.4047,0.16601200399999999
54,West Virginia,Hispanic / Latino,2010,Percent,N/A,N/A
54,West Virginia,Other / Multiple Races,2010,Percent,0.3938,0.11348400259999999
54,West Virginia,White,2009,Percent,0.2749,2.6655999900000001E-2
54,West Virginia,African-American / Black,2009,Percent,0.5544,0.16189600530000001
54,West Virginia,Hispanic / Latino,2009,Percent,0.3987,0.2281440049
54,West Virginia,Other / Multiple Races,2009,Percent,0.4466,0.15503600240000001
54,West Virginia,White,2008,Percent,0.2451,2.6068000099999999E-2
54,West Virginia,African-American / Black,2008,Percent,0.4404,0.1709119976
54,West Virginia,Hispanic / Latino,2008,Percent,0.4287,0.2322600037
54,West Virginia,Other / Multiple Races,2008,Percent,0.2736,0.11877600100000001
54,West Virginia,African-American / Black,2017,Percent,0.4795,0.166404
54,West Virginia,Hispanic / Latino,2017,Percent,N/A,N/A
54,West Virginia,Other / Multiple Races,2017,Percent,0.2448,0.10133200000000001
54,West Virginia,White,2017,Percent,0.2601,2.8615999999999999E-2
54,West Virginia,African-American / Black,2018,Percent,0.4089,0.15581999999999999
54,West Virginia,Hispanic / Latino,2018,Percent,N/A,N/A
54,West Virginia,Other / Multiple Races,2018,Percent,0.4378,0.14660800000000002
54,West Virginia,White,2018,Percent,0.2708,3.1751999999999996E-2
54,West Virginia,African-American / Black,2019,Percent,0.528,0.19070799999999999
54,West Virginia,Hispanic / Latino,2019,Percent,N/A,N/A
54,West Virginia,Other / Multiple Races,2019,Percent,0.372,0.138572
54,West Virginia,White,2019,Percent,0.2078,2.8223999999999999E-2
54,West Virginia,African-American / Black,2021,Percent,0.48108,0.21588334976692758
54,West Virginia,Hispanic / Latino,2021,Percent,0.31274,0.15683273226843805
54,West Virginia,Other / Multiple Races,2021,Percent,0.30981,0.10205883530469299
54,West Virginia,White,2021,Percent,0.20413,2.7985427819440301E-2
55,Wisconsin,Other / Multiple Races,2016,Percent,0.2996,6.7620001700000001E-2
55,Wisconsin,Hispanic / Latino,2016,Percent,0.3421,7.0952005700000001E-2
55,Wisconsin,White,2016,Percent,0.1121,1.41119994E-2
55,Wisconsin,African-American / Black,2016,Percent,0.4419,8.0947995199999997E-2
55,Wisconsin,White,2015,Percent,0.1215,1.39159998E-2
55,Wisconsin,African-American / Black,2015,Percent,0.4735,8.4083996699999997E-2
55,Wisconsin,Hispanic / Latino,2015,Percent,0.344,6.4287997799999996E-2
55,Wisconsin,Other / Multiple Races,2015,Percent,0.2372,5.6056000299999999E-2
55,Wisconsin,White,2014,Percent,0.1305,1.47000002E-2
55,Wisconsin,African-American / Black,2014,Percent,0.464,7.9772002999999994E-2
55,Wisconsin,Hispanic / Latino,2014,Percent,0.3855,6.38960004E-2
55,Wisconsin,Other / Multiple Races,2014,Percent,0.3448,6.6051997200000004E-2
55,Wisconsin,White,2013,Percent,0.1373,1.5288E-2
55,Wisconsin,African-American / Black,2013,Percent,0.5512,7.7224001299999998E-2
55,Wisconsin,Hispanic / Latino,2013,Percent,0.3878,6.5268002500000005E-2
55,Wisconsin,Other / Multiple Races,2013,Percent,0.2846,5.8800000700000001E-2
55,Wisconsin,White,2012,Percent,0.1238,1.39159998E-2
55,Wisconsin,African-American / Black,2012,Percent,0.5565,7.6636001499999995E-2
55,Wisconsin,Hispanic / Latino,2012,Percent,0.3737,6.5072000000000005E-2
55,Wisconsin,Other / Multiple Races,2012,Percent,0.2908,6.3504003000000003E-2
55,Wisconsin,White,2011,Percent,0.1472,1.70520004E-2
55,Wisconsin,African-American / Black,2011,Percent,0.5089,7.6831996400000005E-2
55,Wisconsin,Hispanic / Latino,2011,Percent,0.3977,6.9384001200000003E-2
55,Wisconsin,Other / Multiple Races,2011,Percent,0.2703,6.1935998499999999E-2
55,Wisconsin,White,2010,Percent,0.1331,1.39159998E-2
55,Wisconsin,African-American / Black,2010,Percent,0.5629,7.0560000799999995E-2
55,Wisconsin,Hispanic / Latino,2010,Percent,0.3666,6.1935998499999999E-2
55,Wisconsin,Other / Multiple Races,2010,Percent,0.324,6.8208001599999998E-2
55,Wisconsin,White,2009,Percent,0.1383,1.4503999599999999E-2
55,Wisconsin,African-American / Black,2009,Percent,0.5162,7.8988000799999999E-2
55,Wisconsin,Hispanic / Latino,2009,Percent,0.3914,6.4092002800000006E-2
55,Wisconsin,Other / Multiple Races,2009,Percent,0.26,5.97800016E-2
55,Wisconsin,White,2008,Percent,0.1013,1.1563999599999999E-2
55,Wisconsin,African-American / Black,2008,Percent,0.4528,7.78120011E-2
55,Wisconsin,Hispanic / Latino,2008,Percent,0.2748,5.8603998300000001E-2
55,Wisconsin,Other / Multiple Races,2008,Percent,0.2294,6.0368001499999997E-2
55,Wisconsin,African-American / Black,2017,Percent,0.3897,8.2320000000000004E-2
55,Wisconsin,Hispanic / Latino,2017,Percent,0.2916,6.0172000000000003E-2
55,Wisconsin,Other / Multiple Races,2017,Percent,0.2432,6.1348E-2
55,Wisconsin,White,2017,Percent,0.0999,1.3132E-2
55,Wisconsin,African-American / Black,2018,Percent,0.469,8.8200000000000001E-2
55,Wisconsin,Hispanic / Latino,2018,Percent,0.2053,4.9196000000000004E-2
55,Wisconsin,Other / Multiple Races,2018,Percent,0.2291,5.6056000000000002E-2
55,Wisconsin,White,2018,Percent,0.1011,1.2544E-2
55,Wisconsin,African-American / Black,2019,Percent,0.3663,8.8200000000000001E-2
55,Wisconsin,Hispanic / Latino,2019,Percent,0.243,6.8795999999999996E-2
55,Wisconsin,Other / Multiple Races,2019,Percent,0.1714,5.6251999999999996E-2
55,Wisconsin,White,2019,Percent,0.0771,1.078E-2
55,Wisconsin,African-American / Black,2021,Percent,0.35382,8.406870090710665E-2
55,Wisconsin,Hispanic / Latino,2021,Percent,0.23064,5.6001632727208851E-2
55,Wisconsin,Other / Multiple Races,2021,Percent,0.15921,4.7334134473678825E-2
55,Wisconsin,White,2021,Percent,0.09477,1.4409790896711844E-2
56,Wyoming,Other / Multiple Races,2016,Percent,0.3322,0.16072000559999999
56,Wyoming,White,2016,Percent,0.1094,3.58680002E-2
56,Wyoming,African-American / Black,2016,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2016,Percent,0.2171,0.1193640009
56,Wyoming,White,2015,Percent,0.1489,4.41000015E-2
56,Wyoming,African-American / Black,2015,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2015,Percent,N/A,N/A
56,Wyoming,Other / Multiple Races,2015,Percent,N/A,N/A
56,Wyoming,White,2014,Percent,0.1157,3.6063998899999998E-2
56,Wyoming,African-American / Black,2014,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2014,Percent,0.3619,0.1330839992
56,Wyoming,Other / Multiple Races,2014,Percent,N/A,N/A
56,Wyoming,White,2013,Percent,0.1156,3.6651998800000002E-2
56,Wyoming,African-American / Black,2013,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2013,Percent,0.3655,0.13896399740000001
56,Wyoming,Other / Multiple Races,2013,Percent,N/A,N/A
56,Wyoming,White,2012,Percent,0.1628,4.3315999199999997E-2
56,Wyoming,African-American / Black,2012,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2012,Percent,0.351,0.13641600309999999
56,Wyoming,Other / Multiple Races,2012,Percent,0.2536,0.1193640009
56,Wyoming,White,2011,Percent,0.1557,4.9587998500000001E-2
56,Wyoming,African-American / Black,2011,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2011,Percent,0.1812,8.9964002400000007E-2
56,Wyoming,Other / Multiple Races,2011,Percent,N/A,N/A
56,Wyoming,White,2010,Percent,0.1477,4.78239991E-2
56,Wyoming,African-American / Black,2010,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2010,Percent,0.251,0.12857599559999999
56,Wyoming,Other / Multiple Races,2010,Percent,0.3451,0.19991999860000001
56,Wyoming,White,2009,Percent,0.1267,3.5084001699999999E-2
56,Wyoming,African-American / Black,2009,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2009,Percent,0.3177,0.15072399380000001
56,Wyoming,Other / Multiple Races,2009,Percent,N/A,N/A
56,Wyoming,White,2008,Percent,0.1449,4.1356001000000003E-2
56,Wyoming,African-American / Black,2008,Percent,0.6628,0.3653439879
56,Wyoming,Hispanic / Latino,2008,Percent,N/A,N/A
56,Wyoming,Other / Multiple Races,2008,Percent,N/A,N/A
56,Wyoming,African-American / Black,2017,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2017,Percent,0.2747,0.144256
56,Wyoming,Other / Multiple Races,2017,Percent,0.2989,0.13700400000000001
56,Wyoming,White,2017,Percent,0.1284,4.1160000000000002E-2
56,Wyoming,African-American / Black,2018,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2018,Percent,0.2877,0.13249599999999997
56,Wyoming,Other / Multiple Races,2018,Percent,0.2963,0.13308400000000001
56,Wyoming,White,2018,Percent,0.1115,3.8219999999999997E-2
56,Wyoming,African-American / Black,2019,Percent,N/A,N/A
56,Wyoming,Hispanic / Latino,2019,Percent,N/A,N/A
56,Wyoming,Other / Multiple Races,2019,Percent,0.3066,0.14484399999999997
